annotator,ranges,tokens,label,id,positive_words,neutral_words,negative_words
B,"[[4274, 4374]]",seria inevitável não haver uma dimensão política a mediar esta forma de relacionamento internacional,Value,228,1,2,1
B,"[[3997, 4137]]","dificilmente se supunha que a interação ocorresse em sentido contrário, ou seja, que fosse a política a condicionar negativamente o desporto",Value,229,1,1,2
B,"[[4726, 4754]]",não se joga apenas por jogar,Value,230,1,0,0
B,"[[4756, 4790]]",joga-se em representação de alguém,Value,231,0,0,0
B,"[[4792, 4912]]","contra adversários construídos e reconstruídos em contextos sociais específicos, reproduzindo-se identidades e políticas",Value,232,0,4,1
B,"[[4377, 4481]]","No futebol, os jogadores, clubes e equipas nacionais são representações de comunidades, regiões e países",Fact,233,1,1,0
B,"[[4618, 4714]]","Nesses momentos não são apenas as equipas que estão em causa, mas também as comunidades e nações",Value,234,1,0,0
B,"[[4500, 4616]]","evidente a partir do momento em que se coloca um emblema ao peito, se envergam determinadas cores e se canta um hino",Value,235,2,0,1
B,"[[4915, 5031]]","O futebol é efetivamente um jogo simples, complexificado pelas múltiplas expressões sociais que lhe dão consistência",Value,236,0,3,0
B,"[[5033, 5180]]","Afirmar que nada tem a ver com política, é o mesmo que afirmar que o futebol nada tem a ver com economia ou cultura, retirando-lhe assim a essência",Value,237,4,4,0
D,"[[778, 886]]","Referindo-se aos incidentes, o presidente da UEFA, Michel Platini, afirmou estar muito triste com o sucedido",Value(-),238,1,1,1
D,"[[895, 940]]",“o jogo não deve ser confundido com política”,Value,239,1,1,1
D,"[[2588, 2649], [2708, 2877]]","Cientes desta “intimidade”, a UEFA, já nesta época de 2014/15 determinou que não se realizassem jogos das competições europeias em território israelita e condicionou o sorteio para que clubes ucranianos e russos não se encontrassem",Value,240,1,3,0
D,"[[2662, 2706]]",vários cenários de tensão política e militar,Fact,241,0,2,0
D,"[[3123, 3176]]",Se assim fosse muitos outros jogos não se realizariam,Value,242,0,0,0
D,"[[3184, 3264]]",a rivalidade e a tensão que lhes estão associadas também os classificam como tal,Fact,243,0,0,1
D,"[[3402, 3476], [3509, 3620]]","O paradoxo no discurso dos responsáveis máximos do futebol é a insistência na ausência da expressão política do jogo, como se este fosse um universo à parte imune à realidade circundante",Value,244,3,1,2
D,"[[3488, 3507]]",todas as evidências,Fact,245,0,0,0
D,"[[3623, 3716]]",Retirar a expressão política do futebol é retirar-lhe uma das componentes que lhe dão sentido,Value,246,1,1,2
D,"[[3739, 3927]]","nos primórdios do movimento olímpico, o barão de Coubertain entendeu que o desporto tinha uma importante função política, nomeadamente ao nível diplomático de promoção da paz internacional",Fact,247,2,3,0
D,"[[4078, 4137]]",que fosse a política a condicionar negativamente o desporto,Value,248,1,1,0
D,"[[3929, 4067]]","Esperando-se que o desporto condicionasse positivamente a política, dificilmente se supunha que a interação ocorresse em sentido contrário",Value,249,0,1,2
D,"[[4274, 4374]]",seria inevitável não haver uma dimensão política a mediar esta forma de relacionamento internacional,Value,250,1,2,1
D,"[[4166, 4205]]",a globalização da competição desportiva,Fact,251,0,0,0
D,"[[4208, 4272]]",o consequente encontro de equipas que representam Estados-nações,Fact,252,1,0,0
D,"[[4726, 4912]]","não se joga apenas por jogar, joga-se em representação de alguém, contra adversários construídos e reconstruídos em contextos sociais específicos, reproduzindo-se identidades e políticas",Value,253,1,4,1
D,"[[4618, 4678]]",Nesses momentos não são apenas as equipas que estão em causa,Fact,254,1,0,0
D,"[[4684, 4714]]",também as comunidades e nações,Fact,255,0,0,0
D,"[[4377, 4616]]","No futebol, os jogadores, clubes e equipas nacionais são representações de comunidades, regiões e países, tornando-se isso evidente a partir do momento em que se coloca um emblema ao peito, se envergam determinadas cores e se canta um hino",Fact,256,3,1,1
D,"[[5150, 5180]]",retirando-lhe assim a essência,Value,257,0,0,0
D,"[[5033, 5148]]","Afirmar que nada tem a ver com política, é o mesmo que afirmar que o futebol nada tem a ver com economia ou cultura",Value,258,4,4,0
A,"[[158, 168]]",Não admira,Value,259,0,0,0
A,"[[189, 343]]","o que está em jogo é a permissão de acesso por parte de uns relativos estranhos, até há poucos anos, às cada vez maiores receitas do futebol internacional",Value,260,0,4,0
A,"[[2231, 2276]]",Surpreende de alguma forma este corte radical,Value,261,0,1,0
A,"[[2285, 2487]]","existiam expectativas entre os diversos intervenientes, incluindo federações nacionais de ligas de topo, como a espanhola, de que o caminho fosse o da regulação da intervenção dos investidores terceiros",Value,262,1,5,0
A,"[[1127, 1189]]",este tipo de investimentos prejudicam os clubes no longo prazo,Value(-),263,0,1,0
A,"[[1194, 1249]]",colocá-los num ciclo de dívida e dependência crescentes,Value(-),264,1,0,0
A,"[[1251, 1304]]",retirando-lhes poder efectivo de gestão dos jogadores,Value(-),265,0,1,0
A,"[[1330, 1379]]",influenciando as suas políticas de transferências,Value(-),266,0,1,0
A,"[[1670, 1700]]",não seriam bons para o futebol,Value(-),267,1,0,0
A,"[[1709, 1778]]",colocariam riscos significativos quanto à integridade das competições,Value,268,1,0,0
A,"[[1795, 1854]]",falta de transparência quanto à identidade dos investidores,Value(-),269,0,0,1
A,"[[1860, 2022]]","possibilidade de estes exercerem influência injustificada sobre jogadores, treinadores ou dirigentes de clubes, ou de mecanismos ilegais de viciação de resultados",Value(-),270,2,0,1
B,"[[158, 168]]",Não admira,Value,271,0,0,0
B,"[[189, 343]]","o que está em jogo é a permissão de acesso por parte de uns relativos estranhos, até há poucos anos, às cada vez maiores receitas do futebol internacional",Value,272,0,4,0
B,"[[606, 681]]",a TPO assegura o acesso dos clubes a meios extraordinários de financiamento,Value,273,1,1,0
B,"[[687, 836]]",lhes permitem competir a um nível mais elevado do que aquele que lhes seria possível recorrendo apenas a receitas ordinárias e endividamento bancário,Value(+),274,1,4,1
B,"[[857, 930]]",maior competitividade das provas e alternância entre os clubes vencedores,Value(+),275,1,1,0
B,"[[1127, 1189]]",este tipo de investimentos prejudicam os clubes no longo prazo,Value(-),276,0,1,0
B,"[[1191, 1249]]",ao colocá-los num ciclo de dívida e dependência crescentes,Value(-),277,1,0,0
B,"[[1251, 1326]]","retirando-lhes poder efectivo de gestão dos jogadores, seu activo principal",Value(-),278,1,2,0
B,"[[1330, 1379]]",influenciando as suas políticas de transferências,Value,279,0,1,0
B,"[[1399, 1422]]",prejudicam os jogadores,Value(-),280,0,0,0
B,"[[1428, 1523]]",passam a deixar de ser donos da sua carreira transformando-se em meros activos transaccionáveis,Value(-),281,2,2,0
B,"[[1525, 1571]]",sujeitos a períodos de mobilidade muito curtos,Value,282,0,1,1
B,"[[1586, 1660]]","muitas transferências, necessárias para gerar rendimentos aos investidores",Value,283,0,1,1
B,"[[1670, 1700]]",não seriam bons para o futebol,Value(-),284,1,0,0
B,"[[1720, 1778]]",riscos significativos quanto à integridade das competições,Value(-),285,1,0,0
B,"[[1795, 1854]]",falta de transparência quanto à identidade dos investidores,Value(-),286,0,0,1
B,"[[1860, 1970]]","possibilidade de estes exercerem influência injustificada sobre jogadores, treinadores ou dirigentes de clubes",Value(-),287,2,0,0
B,"[[1978, 2022]]",mecanismos ilegais de viciação de resultados,Value(-),288,0,0,1
B,"[[2028, 2097]]","A FIFA hesitou muitos anos, entre proibição e regulação da actividade",Value,289,0,0,0
B,"[[2103, 2160]]",acabou por optar no final de 2014 pela proibição completa,Fact,290,0,3,0
B,"[[2231, 2276]]",Surpreende de alguma forma este corte radical,Value,291,0,1,0
B,"[[2285, 2487]]","existiam expectativas entre os diversos intervenientes, incluindo federações nacionais de ligas de topo, como a espanhola, de que o caminho fosse o da regulação da intervenção dos investidores terceiros",Value,292,1,5,0
B,"[[2684, 2717]]","nada contém, a priori, de ilícito",Value,293,0,1,0
B,"[[2719, 2754]]",com base em meros riscos ou perigos,Value,294,0,1,0
B,"[[2642, 2681]]",actividade que não é do foro desportivo,Value,295,0,0,0
B,"[[2594, 2634]]","porventura, excessivo este corte radical",Value(-),296,0,1,1
D,"[[1127, 1189]]",este tipo de investimentos prejudicam os clubes no longo prazo,Value(-),297,0,1,0
D,"[[1194, 1249]]",colocá-los num ciclo de dívida e dependência crescentes,Fact,298,1,0,0
D,"[[1251, 1326]]","retirando-lhes poder efectivo de gestão dos jogadores, seu activo principal",Fact,299,1,2,0
D,"[[1330, 1379]]",influenciando as suas políticas de transferências,Fact,300,0,1,0
D,"[[1428, 1523]]",passam a deixar de ser donos da sua carreira transformando-se em meros activos transaccionáveis,Fact,301,2,2,0
D,"[[1388, 1422]]",igualmente prejudicam os jogadores,Value(-),302,0,0,0
D,"[[1525, 1660]]","sujeitos a períodos de mobilidade muito curtos por força das muitas transferências, necessárias para gerar rendimentos aos investidores",Fact,303,0,2,2
D,"[[1670, 1700]]",não seriam bons para o futebol,Value(-),304,1,0,0
D,"[[1709, 1778]]",colocariam riscos significativos quanto à integridade das competições,Value(-),305,1,0,0
D,"[[1795, 1854]]",falta de transparência quanto à identidade dos investidores,Value(-),306,0,0,1
D,"[[1860, 1970]]","possibilidade de estes exercerem influência injustificada sobre jogadores, treinadores ou dirigentes de clubes",Value(-),307,2,0,0
D,"[[1978, 2022]]",mecanismos ilegais de viciação de resultados,Value(-),308,0,0,1
A,"[[3360, 3477]]","O norte-americano Jim Thorpe, em 1912 (quintos Jogos Olímpicos), perdeu a sua medalha de ouro, de vencedor do Decatlo",Fact,309,1,2,0
A,"[[3500, 3569]]",tinha ganho alguns cobres na sua terra natal (os EUA) a jogar basebol,Value,310,1,0,0
A,"[[3571, 3645]]","Paavo Nurmi foi impedido de participar na Maratona em 1932, em Los Angeles",Fact,311,0,1,1
A,"[[3651, 3784]]",ter recebido algum dinheiro da sua participação em corridas da maratona (na Alemanha e nos Estados Unidos) após a sua vitória em 1928,Value,312,1,1,1
A,"[[3786, 3852]]","Havia então o culto e o respeito, mesmo excessivo, pelo amadorismo",Value,313,1,1,1
A,"[[2676, 2932]]","o desporto (comprovadamente promotor da saúde), como conceito e ideal de vida e não como meio de vida (o que legitimamente os profissionais fazem, até porque não podemos esquecer muitos dos fantásticos artistas de circo…), sofreu uma profunda transformação",Value,314,2,5,0
A,"[[3059, 3164]]",Os clássicos Jogos Olímpicos transformaram-se num espectáculo progressivamente mais mediático e lucrativo,Value,315,2,1,0
A,"[[4873, 4912]]",os atletas possam ter apoios desse tipo,Value,316,1,1,0
A,"[[4918, 5006]]",apenas na medida em que isso se relaciona com a sua preparação para participar nos Jogos,Value,317,0,0,1
B,"[[390, 420]]",destruição dos ideais sagrados,Value(-),318,1,1,0
B,"[[428, 454]]",florescimento da corrupção,Value(-),319,0,0,0
B,"[[223, 273]]",infiltração de profissionais entre os competidores,Value,320,0,1,0
B,"[[275, 344]]",destruindo o ideal de honra e glória que dera aos Jogos a sua mística,Value(-),321,0,2,0
B,"[[347, 380]]",trazendo consigo a febre do lucro,Value(-),322,1,0,0
B,"[[472, 543]]",os Jogos Olímpicos da antiga Grécia acabaram por desaparecer em 393 d.c,Fact,323,0,2,0
B,"[[624, 711]]",Para Pierre de Coubertin o espírito olímpico era fundamentalmente uma filosofia de vida,Value,324,0,0,0
B,"[[713, 785]]",promovendo e associando globalmente as qualidades do corpo e do espírito,Value,325,0,0,0
B,"[[787, 862]]",procurando ciar um estilo de vida baseado no prazer conseguido pelo esforço,Value,326,1,0,0
B,"[[864, 902]]",no valor educacional dos bons exemplos,Value(+),327,1,0,0
B,"[[905, 964]]",no respeito dos princípios éticos fundamentais e universais,Value(+),328,1,2,0
B,"[[1978, 2002]]",espirito de fraternidade,Value(+),329,0,0,0
B,"[[2008, 2136]]",na antiga Grécia se manifestava pela chamada trégua olímpica (fazendo cessar temporariamente os combates entre as cidade rivais),Value,330,0,3,1
B,"[[2154, 2217]]",em Seul uma representação unida das duas Correias (Sul e Norte),Fact,331,0,0,1
B,"[[2220, 2296]]",mais tarde ver também uma equipa unida das duas Alemanhas (Leste e Ocidente),Fact,332,1,0,1
B,"[[2298, 2329]]",Coubertin era de facto elitista,Value,333,0,0,1
B,"[[2332, 2386]]",nos primeiros Jogos em 1896 apenas homens participaram,Fact,334,0,1,0
B,"[[2391, 2476]]","em certas modalidades, apenas os com mais recursos podiam dar-se ao luxo de concorrer",Fact,335,3,1,0
B,"[[2676, 2932]]","o desporto (comprovadamente promotor da saúde), como conceito e ideal de vida e não como meio de vida (o que legitimamente os profissionais fazem, até porque não podemos esquecer muitos dos fantásticos artistas de circo…), sofreu uma profunda transformação",Value,336,2,5,0
B,"[[3059, 3164]]",Os clássicos Jogos Olímpicos transformaram-se num espectáculo progressivamente mais mediático e lucrativo,Value,337,2,1,0
B,"[[3264, 3323]]",Na antiguidade os Jogos Olímpicos duraram cerca de mil anos,Fact,338,0,0,0
B,"[[3325, 3358]]",Agora tudo se passa mais depressa,Value,339,0,0,1
B,"[[3360, 3569]]","O norte-americano Jim Thorpe, em 1912 (quintos Jogos Olímpicos), perdeu a sua medalha de ouro, de vencedor do Decatlo, porque anteriormente tinha ganho alguns cobres na sua terra natal (os EUA) a jogar basebol",Fact,340,2,2,0
B,"[[3571, 3784]]","Paavo Nurmi foi impedido de participar na Maratona em 1932, em Los Angeles, por ter recebido algum dinheiro da sua participação em corridas da maratona (na Alemanha e nos Estados Unidos) após a sua vitória em 1928",Fact,341,1,2,2
B,"[[3786, 3852]]","Havia então o culto e o respeito, mesmo excessivo, pelo amadorismo",Value,342,1,1,1
B,"[[3860, 3966]]","já em Seoul, em 1988, óbvios profissionais como Carl Lewis e Sergei Bubka participaram nos Jogos Olímpicos",Fact,343,0,2,0
B,"[[3968, 4116]]","Mais recentemente, em 1992, Michel Jordan (no basquetebol), em 1996, André Agassi (no ténis) em 2004, Cristiano Ronaldo (no futebol) fizeram o mesmo",Fact,344,0,1,0
B,"[[5523, 5754]]","a mais recente decisão do Comité Olímpico Internacional, que a imprensa indica ir “reforçar as suas relações com as Ligas Profissionais para garantir que os melhores desportistas de todas as modalidades estejam nos Jogos Olímpicos""",Fact,345,2,5,0
B,"[[5767, 5780]]",pensar o pior,Value(-),346,1,0,1
B,"[[5790, 5963]]",considerar que deverão deixar de existir os Campeonatos do Mundo para as modalidades que poderão ficar incluídas nos futuros Jogos Olímpicos (e que o COI pretende aumentar…),Value,347,3,3,1
D,"[[390, 454]]","destruição dos ideais sagrados, com o florescimento da corrupção",Value(-),348,1,1,0
D,"[[221, 380]]","a infiltração de profissionais entre os competidores, destruindo o ideal de honra e glória que dera aos Jogos a sua mística e trazendo consigo a febre do lucro",Value(-),349,1,3,0
D,"[[472, 544]]",os Jogos Olímpicos da antiga Grécia acabaram por desaparecer em 393 d.c.,Fact,350,0,2,0
D,"[[1546, 1598]]",o mais importante na vida é o não vencer sem esforço,Value(+),351,1,0,1
D,"[[1600, 1626]]",O essencial não era vencer,Value,352,0,0,1
D,"[[1632, 1650]]",era ter lutado bem,Value(+),353,0,1,0
D,"[[1652, 1677]]",era ter dado o seu melhor,Value(+),354,1,2,0
